"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"B","278-A3","6","1600","","","","","","","2","1600","5416","","Required when it is necessary to send additional information about the patient event that could not otherwise be codified within the 2000E Loop. If not required by this implementation guide, do not send."
"B","278-A3","6","1600","","","","","","","2","1600","","A","Message Text"
"C","278-A3","6","1600","MSG","01","","","","","2","1600","","F","Free Form Message Text"
"B","278-A3","6","1700","","","","","","","2","1700","4931","","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this patient event. If not required by this implementation guide, do not send."
"B","278-A3","6","1700","","","","","","","2","1700","4954","E","NM1*SJ*1*WATSON*SUSAN****34*987654321~"
"B","278-A3","6","1700","","","","","","","2","1700","5314","A","Patient Event Provider Name"
"B","278-A3","6","1700","","","","","","","2","1700","5459","","Use this segment to convey the name and identification number of the service provider (person, group, or facility) specialist, or specialty entity to provide services to the patient."
"C","278-A3","6","1700","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A3","6","1700","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A3","6","1700","NM1","03","","","","","2","1700","5498","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity by name for this patient event. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","03","","","","","2","1700","","F","Patient Event Provider Last or Organization Name"
"C","278-A3","6","1700","NM1","04","","","","","2","1700","5499","D","Required when NM103 is valued and NM102 = 1. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","04","","","","","2","1700","","F","Patient Event Provider First Name"
"C","278-A3","6","1700","NM1","05","","","","","2","1700","5448","D","Required when NM104 is present and the middle name/initial of the person is known. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","05","","","","","2","1700","","F","Patient Event Provider Middle Name"
"C","278-A3","6","1700","NM1","06","","","","","2","1700","5500","D","Required when the UMO uses military title or rank to further identify the individual provider. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","06","","","","","2","1700","","F","Patient Event Provider Name Prefix"
"C","278-A3","6","1700","NM1","07","","","","","2","1700","5417","D","Required when the UMO uses the name suffix to further identify the individual provider. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","07","","","","","2","1700","","F","Patient Event Provider Name Suffix"
"C","278-A3","6","1700","NM1","08","","","","","2","1700","5418","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this patient event by provider ID. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-A3","6","1700","NM1","08","","","66","XX","2","1700","5549","","Required for providers on or after the mandated HIPAA National Provider Identifier (NPI) implementation date when the provider has an NPI and it is available to the UMO.
OR
Required for providers before the mandated HIPAA NPI implementation date when the provider has an NPI and the UMO has the capability to send it.
If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","09","","","","","2","1700","5418","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this patient event by provider ID. If not required by this implementation guide, do not send."
"C","278-A3","6","1700","NM1","09","","","","","2","1700","","F","Patient Event Provider Identifier"
"B","278-A3","6","1800","","","","","","","2","1800","4955","E","REF*1G*123456~"
"B","278-A3","6","1800","","","","","","","2","1800","5315","A","Patient Event Provider Supplemental Identification"
"B","278-A3","6","1800","","","","","","","2","1800","5419","","Required when used by the UMO to identify the Patient Event Provider. If not required by this implementation guide, do not send."
"B","278-A3","6","1800","","","","","","","2","1800","5477","","Use the NM1 segment for the primary identifier."
"C","278-A3","6","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A3","6","1800","REF","01","","","128","EI","2","1800","5092","","Not used if NM108 = 24."
"E","278-A3","6","1800","REF","01","","","128","SY","2","1800","5220","","The social security number must not be used for Medicare. Not used if NM108 = 34."
"E","278-A3","6","1800","REF","01","","","128","ZH","2","1800","5121","","Use for the provider ID as assigned by the UMO identified in Loop 2000A."
"C","278-A3","6","1800","REF","02","","","","","2","1800","","F","Patient Event Provider Supplemental Identifier"
"C","278-A3","6","1800","REF","03","","","","","2","1800","5478","D","Required when REF01 = 0B to report the two character state ID of the state assigning the State License Number. If not required by this implementation guide, do not send. See Code Source 22: State and Outlying Areas of the US."
"C","278-A3","6","1800","REF","03","","","","","2","1800","","F","License Number State Code"
"B","278-A3","6","2000","","","","","","","2","2000","4956","E","N3*77 HOLLY BLVD~"
"B","278-A3","6","2000","","","","","","","2","2000","5420","A","Patient Event Provider Address"
"B","278-A3","6","2000","","","","","","","2","2000","5421","","Required when the UMO authorizes a specific location for a patient event provider that has multiple locations. If not required by this implementation guide, do not send."
"C","278-A3","6","2000","N3","01","","","","","2","2000","5122","","Use this element for the first line of the service provider's address."
"C","278-A3","6","2000","N3","01","","","","","2","2000","","F","Patient Event Provider Address Line"
"C","278-A3","6","2000","N3","02","","","","","2","2000","5386","D","Required when a second address lines exists. If not required by this implementation guide, do not send."
"C","278-A3","6","2000","N3","02","","","","","2","2000","","F","Patient Event Provider Address Line"
"B","278-A3","6","2100","","","","","","","2","2100","5528","E","N4*KANSAS CITY*MO*64108~"
"B","278-A3","6","2100","","","","","","","2","2100","5551","","Required when the UMO authorizes a specific location for a patient event provider that has multiple locations. If not required by this implementation guide, do not send."
"B","278-A3","6","2100","","","","","","","2","2100","2212","A","Patient Event Provider City, State, ZIP Code"
"C","278-A3","6","2100","N4","01","","","","","2","2100","","F","Patient Event Provider City Name"
"C","278-A3","6","2100","N4","02","","","","","2","2100","5529","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A3","6","2100","N4","02","","","","","2","2100","","F","Patient Event Provider State Code"
"C","278-A3","6","2100","N4","03","","","","","2","2100","5530","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A3","6","2100","N4","03","","","","","2","2100","","F","Patient Event Provider Postal Zone or ZIP Code"
"C","278-A3","6","2100","N4","04","","","","","2","2100","5531","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A3","6","2100","N4","04","","","","","2","2100","5532","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A3","6","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A3","6","2100","N4","07","","","","","2","2100","5533","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A3","6","2100","N4","07","","","","","2","2100","5534","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A3","6","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A3","6","2200","","","","","","","2","2200","4958","E","PER*IC*M TUCKER*TE*8189993456*FX*8188769304~"
"B","278-A3","6","2200","","","","","","","2","2200","5172","","When the communication number represents a telephone number in the United States and other countries using the North American Dialing Plan (for voice, data, fax, etc), the communication number should always include the area code and telephone number using the format AAABBBCCCC. Where AAA is the area code, BBB is the telephone number prefix, and CCCC is the telephone number (e.g. (534)224-2525 would be represented as 5342242525). The extension, when applicable, should be included in the communication number immediately after the telephone number."
"B","278-A3","6","2200","","","","","","","2","2200","5173","","By definition of the standard, if PER03 is used, PER04 is required."
"B","278-A3","6","2200","","","","","","","2","2200","5316","A","Provider Contact Information"
"B","278-A3","6","2200","","","","","","","2","2200","5422","","Required when needed to identify a contact name and/or communications number for the provider. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A3","6","2200","PER","01","","","","","2","2200","","F","Contact Function Code"
"C","278-A3","6","2200","PER","02","","","","","2","2200","5537","D","Required when the UMO needs to indicate a particular contact and the name of the entity to contact is not already defined or is different than the name within the prior name segment (e.g. N1 or NM1). If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","02","","","","","2","2200","","F","Patient Event Provider Contact Name"
"C","278-A3","6","2200","PER","03","","","","","2","2200","5501","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","03","","","","","2","2200","","F","Communication Number Qualifier"
"C","278-A3","6","2200","PER","04","","","","","2","2200","5501","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","04","","","","","2","2200","","F","Patient Event Provider Contact Communications Number"
"C","278-A3","6","2200","PER","05","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","05","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-A3","6","2200","PER","05","","","365","EX","2","2200","5085","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-A3","6","2200","PER","06","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","06","","","","","2","2200","","F","Patient Event Provider Contact Communications Number"
"C","278-A3","6","2200","PER","07","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","07","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-A3","6","2200","PER","07","","","365","EX","2","2200","5085","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-A3","6","2200","PER","08","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2200","PER","08","","","","","2","2200","","F","Patient Event Provider Contact Communications Number"
"B","278-A3","6","2300","","","","","","","2","2300","5206","E","AAA*N**47*C~"
"B","278-A3","6","2300","","","","","","","2","2300","5317","A","Patient Event Provider Request Validation"
"B","278-A3","6","2300","","","","","","","2","2300","5423","","Required when the request is not valid at this level to indicate the data condition that prohibits processing of the original request. If not required by this implementation guide, do not send."
"C","278-A3","6","2300","AAA","01","","","","","2","2300","5021","B","Valid Request Indicator"
"C","278-A3","6","2300","AAA","01","","","","","2","2300","","F","Valid Request Indicator"
"C","278-A3","6","2300","AAA","03","","","","","2","2300","","F","Reject Reason Code"
"E","278-A3","6","2300","AAA","03","","","901","15","2","2300","5318","","Use when data is missing that is not covered by another reject reason code. Use to indicate when there is not enough information to identify the provider."
"E","278-A3","6","2300","AAA","03","","","901","33","2","2300","5125","","Use for input errors not covered by another reject reason code."
"E","278-A3","6","2300","AAA","03","","","901","52","2","2300","5320","","Use for patient event dates."
"E","278-A3","6","2300","AAA","03","","","901","79","2","2300","5319","","Use for invalid/missing provider supplemental identifier."
"C","278-A3","6","2300","AAA","04","","","","","2","2300","","F","Follow-up Action Code"
"B","278-A3","6","2400","","","","","","","2","2400","5321","A","Patient Event Provider Information"
"B","278-A3","6","2400","","","","","","","2","2400","5361","E","PRV*PE*PXC*203BS0133X~"
"B","278-A3","6","2400","","","","","","","2","2400","5424","","Required when used by the UMO to identify the provider. If not required by this implementation guide, do not send."
"C","278-A3","6","2400","PRV","01","","","","","2","2400","","F","Provider Code"
"E","278-A3","6","2400","PRV","01","","","1221","AD","2","2400","5322","","Use only when NM101 = AAJ."
"E","278-A3","6","2400","PRV","01","","","1221","AS","2","2400","5323","","Use only when NM101 = DD."
"E","278-A3","6","2400","PRV","01","","","1221","AT","2","2400","5324","","Use only when NM101 = 71."
"E","278-A3","6","2400","PRV","01","","","1221","OP","2","2400","5325","","Use only when NM101 = 72."
"E","278-A3","6","2400","PRV","01","","","1221","OR","2","2400","5326","","Use only when NM101 = DK."
"E","278-A3","6","2400","PRV","01","","","1221","OT","2","2400","5327","","Use only when NM101 = 73."
"E","278-A3","6","2400","PRV","01","","","1221","PC","2","2400","5328","","Use only when NM101 = P3."
"E","278-A3","6","2400","PRV","01","","","1221","PE","2","2400","5329","","Use only when NM101 = SJ."
"E","278-A3","6","2400","PRV","01","","","1221","RF","2","2400","5330","","Use only when NM101 = DN."
"C","278-A3","6","2400","PRV","02","","","","","2","2400","","F","Reference Identification Qualifier"
"C","278-A3","6","2400","PRV","03","","","","","2","2400","","F","Provider Taxonomy Code"
"B","278-A3","6","2800","","","","","","","2","1700","5250","A","Additional Patient Information Contact Name"
"B","278-A3","6","2800","","","","","","","2","1700","5251","","Required when this Loop 2000E contains a request for additional information and the destination for that additional information differs from the UMO Name information in the NM1 loop (Loop 2010A) of the 278 response. If not required by this implementation guide, do not send."
"B","278-A3","6","2800","","","","","","","2","1700","5252","","Because the usage of this segment is ""Situational"" this is not a syntactically required loop. If this loop is used, then this segment is a ""Required"" segment. See Appendix A for further details on ASC X12;syntax rules.<R>
Refer to Section 2.5 for more information on this NM1 loop."
"B","278-A3","6","2800","","","","","","","2","1700","5362","E","NM1*L5*2*ACME THIRD PARTY ADMINISTRATOR~"
"C","278-A3","6","2800","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A3","6","2800","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"E","278-A3","6","2800","NM1","02","","","1065","1","2","1700","5254","","Use this name only if the destination is an individual, such as an individual primary care physician."
"C","278-A3","6","2800","NM1","03","","","","","2","1700","5255","D","Required when the responder needs to identify the destination by name. If not required by this implementation guide, do not send."
"C","278-A3","6","2800","NM1","03","","","","","2","1700","","F","Response Contact Last or Organization Name"
"C","278-A3","6","2800","NM1","04","","","","","2","1700","5425","D","Required when NM103 is valued and the destination is an individual (NM102 = 1). If not required, do not send."
"C","278-A3","6","2800","NM1","04","","","","","2","1700","","F","Response Contact First Name"
"C","278-A3","6","2800","NM1","05","","","","","2","1700","5426","D","Required when NM104 is valued and the middle name/initial of the individual is known. If not required by this implementation guide, do not send."
"C","278-A3","6","2800","NM1","05","","","","","2","1700","","F","Response Contact Middle Name"
"C","278-A3","6","2800","NM1","07","","","","","2","1700","5377","D","Required when NM104 is valued and the suffix of the individual's name is known; e.g. Sr., Jr., or III. If not required by this implementation guide, do not send."
"C","278-A3","6","2800","NM1","07","","","","","2","1700","","F","Response Contact Name Suffix"
"C","278-A3","6","2800","NM1","08","","","","","2","1700","5502","D","Required when the responder needs to use an identifier to identify the destination. If not required by this implementation guide, do not send."
"C","278-A3","6","2800","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-A3","6","2800","NM1","08","","","66","PI","2","1700","301718","","Use when destination is a payer and XV is not used."
"E","278-A3","6","2800","NM1","08","","","66","XV","2","1700","301708","","Use when reporting Health Plan ID (HPID) or Other Entity Identifier (OEID)."
"E","278-A3","6","2800","NM1","08","","","66","XX","2","1700","5260","","Use if the destination is a provider."
"C","278-A3","6","2800","NM1","09","","","","","2","1700","5502","D","Required when the responder needs to use an identifier to identify the destination. If not required by this implementation guide, do not send."
"C","278-A3","6","2800","NM1","09","","","","","2","1700","","F","Response Contact Identifier"
"B","278-A3","6","2850","","","","","","","2","2000","5262","A","Additional Patient Information Contact Address"
"B","278-A3","6","2850","","","","","","","2","2000","5263","E","N3*43 SUNRISE BLVD*SUITE 1000~"
"B","278-A3","6","2850","","","","","","","2","2000","5264","","This segment identifies the office location to route the response to the request for additional patient information."
"B","278-A3","6","2850","","","","","","","2","2000","5265","","Required when the response to the request for additional patient information must be routed to a specific office location. If not required by this implementation guide, do not send."
"C","278-A3","6","2850","N3","01","","","","","2","2000","5266","","Use this element for the first line of the requester's address."
"C","278-A3","6","2850","N3","01","","","","","2","2000","","F","Response Contact Address Line"
"C","278-A3","6","2850","N3","02","","","","","2","2000","5386","D","Required when a second address lines exists. If not required by this implementation guide, do not send."
"C","278-A3","6","2850","N3","02","","","","","2","2000","","F","Response Contact Address Line"
"B","278-A3","6","2900","","","","","","","2","2100","5528","E","N4*KANSAS CITY*MO*64108~"
"B","278-A3","6","2900","","","","","","","2","2100","5552","A","Additional Patient Information Contact City, State, ZIP Code"
"B","278-A3","6","2900","","","","","","","2","2100","5553","","Required when the response to the request for additional patient information must be routed to a specific office location. If not required by this implementation guide, do not send."
"C","278-A3","6","2900","N4","01","","","","","2","2100","","F","Additional Patient Information Contact City Name"
"C","278-A3","6","2900","N4","02","","","","","2","2100","5529","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A3","6","2900","N4","02","","","","","2","2100","","F","Additional Patient Information Contact State Code"
"C","278-A3","6","2900","N4","03","","","","","2","2100","5530","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A3","6","2900","N4","03","","","","","2","2100","","F","Additional Patient Information Contact Postal Zone or ZIP Code"
"C","278-A3","6","2900","N4","04","","","","","2","2100","5531","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A3","6","2900","N4","04","","","","","2","2100","5532","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A3","6","2900","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A3","6","2900","N4","07","","","","","2","2100","5533","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A3","6","2900","N4","07","","","","","2","2100","5534","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A3","6","2900","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A3","6","2950","","","","","","","2","2200","5172","","When the communication number represents a telephone number in the United States and other countries using the North American Dialing Plan (for voice, data, fax, etc), the communication number should always include the area code and telephone number using the format AAABBBCCCC. Where AAA is the area code, BBB is the telephone number prefix, and CCCC is the telephone number (e.g. (534)224-2525 would be represented as 5342242525). The extension, when applicable, should be included in the communication number immediately after the telephone number."
"B","278-A3","6","2950","","","","","","","2","2200","5173","","By definition of the standard, if PER03 is used, PER04 is required."
"B","278-A3","6","2950","","","","","","","2","2200","5271","A","Additional Patient Information Contact Information"
"B","278-A3","6","2950","","","","","","","2","2200","5272","E","PER*IC*MARY*FX*3135554321~"
"B","278-A3","6","2950","","","","","","","2","2200","5273","","Required when the provider must direct the response to the request for additional patient information to a specific requester contact, electronic mail, facsimile, or phone number other than the contact provided in the PER segment in the UMO Name loop (Loop 2010A) PER segment of this 278 response. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","01","","","","","2","2200","","F","Contact Function Code"
"C","278-A3","6","2950","PER","02","","","","","2","2200","5538","D","Required when the response must be directed to a particular contact and when the name of the entity to contact is not already defined or is different than the name within the prior name segment (e.g. N1 or NM1). If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","02","","","","","2","2200","","F","Response Contact Name"
"C","278-A3","6","2950","PER","03","","","","","2","2200","5501","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","03","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-A3","6","2950","PER","03","","","365","UR","2","2200","5352","","Must not contain any characters used as delimiters in this transaction."
"C","278-A3","6","2950","PER","04","","","","","2","2200","5501","D","Required when PER02 is not valued or when the UMO needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","04","","","","","2","2200","","F","Response Contact Communication Number"
"C","278-A3","6","2950","PER","05","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","05","","","","","2","2200","","F","Communication Number Qualifier"
"C","278-A3","6","2950","PER","06","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","06","","","","","2","2200","","F","Response Contact Communication Number"
"C","278-A3","6","2950","PER","07","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","07","","","","","2","2200","","F","Communication Number Qualifier"
"C","278-A3","6","2950","PER","08","","","","","2","2200","5084","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-A3","6","2950","PER","08","","","","","2","2200","","F","Response Contact Communication Number"
"B","278-A3","6","3100","","","","","","","2","1700","5503","A","Patient Event Transport Information"
"B","278-A3","6","3100","","","","","","","2","1700","5504","E","NM1*PW*2*PATIENT DIALYSIS CENT~
NM1*FS*2*PATIENT'S HOME~;"
"B","278-A3","6","3100","","","","","","","2","1700","5505","","Required when used by the UMO to authorize specific transport services. If not required by this implementation guide, do not send."
"C","278-A3","6","3100","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A3","6","3100","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A3","6","3100","NM1","03","","","","","2","1700","","F","Patient Event Transport Location Name"
"B","278-A3","6","3200","","","","","","","2","2000","4956","E","N3*77 HOLLY BLVD~"
"B","278-A3","6","3200","","","","","","","2","2000","5506","A","Patient Event Transport Location Address"
"C","278-A3","6","3200","N3","01","","","","","2","2000","5507","","Use this element for the first line of the transport location address."
"C","278-A3","6","3200","N3","01","","","","","2","2000","","F","Patient Event Transport Location Address Line"
"C","278-A3","6","3200","N3","02","","","","","2","2000","5386","D","Required when a second address lines exists. If not required by this implementation guide, do not send."
"C","278-A3","6","3200","N3","02","","","","","2","2000","","F","Patient Event Transport Location Address Line"
"B","278-A3","6","3250","","","","","","","2","2100","4957","E","N4*HOLLYWOOD*CA*90214~"
"B","278-A3","6","3250","","","","","","","2","2100","5508","A","Patient Event Transport Location City/State/ZIP Code"
"C","278-A3","6","3250","N4","01","","","","","2","2100","5509","D","Required when used by the UMO to authorize specific transport services. If not required by this implementation guide, do not send."
"C","278-A3","6","3250","N4","01","","","","","2","2100","","F","Patient Event Transport Location City Name"
"C","278-A3","6","3250","N4","02","","","","","2","2100","5509","D","Required when used by the UMO to authorize specific transport services. If not required by this implementation guide, do not send."
"C","278-A3","6","3250","N4","02","","","","","2","2100","","F","Patient Event Transport Location State or Province Code"
"C","278-A3","6","3250","N4","03","","","","","2","2100","5509","D","Required when used by the UMO to authorize specific transport services. If not required by this implementation guide, do not send."
"C","278-A3","6","3250","N4","03","","","","","2","2100","","F","Patient Event Transport Location Postal Zone or ZIP Code"
"B","278-A3","6","3450","","","","","","","2","2300","5206","E","AAA*N**47*C~"
"B","278-A3","6","3450","","","","","","","2","2300","5510","A","Patient Event Transport Location Request Validation"
"B","278-A3","6","3450","","","","","","","2","2300","5511","","Required when the request is not valid at this level to indicate the data condition that prohibits processing of the original request. If not required by this implementation guide, do not send."
"C","278-A3","6","3450","AAA","01","","","","","2","2300","","F","Valid Request Indicator"
"C","278-A3","6","3450","AAA","03","","","","","2","2300","","F","Reject Reason Code"
"E","278-A3","6","3450","AAA","03","","","901","15","2","2300","5512","","Use when data is missing that is not covered by another reject reason code. Use to indicate when there is not enough information to identify the transport information."
"E","278-A3","6","3450","AAA","03","","","901","33","2","2300","5125","","Use for input errors not covered by another reject reason code."
"E","278-A3","6","3450","AAA","03","","","901","47","2","2300","5513","","Use to code to indicate that the transport location state is invalid or missing."
"E","278-A3","6","3450","AAA","03","","","901","97","2","2300","5514","","Use this code to indicate that the transport location address is invalid or missing."
"C","278-A3","6","3450","AAA","04","","","","","2","2300","","F","Follow-up Action Code"
"B","278-A3","7","0100","","","","","","","2","0100","4959","E","HL*6*5*SS*0~"
"B","278-A3","7","0100","","","","","","","2","0100","5022","A","Service Level"
"B","278-A3","7","0100","","","","","","","2","0100","5162","","This segment identifies the service(s) requested and conveys the review outcome related to that service(s)."
"B","278-A3","7","0100","","","","","","","2","0100","5331","","Required when the UMO system processed any of the information contained in Loop 2000F of the request. If not required by this implementation guide, do not send."
"B","278-A3","7","0100","","","","","","","2","0100","5487","","If the UMO was unable to process any data beyond Loop 2000C or Loop 2000D of the request, this loop and any subordinate loops are not required."
"C","278-A3","7","0100","HL","01","","","","","2","0100","","F","Hierarchical ID Number"
"C","278-A3","7","0100","HL","02","","","","","2","0100","","F","Hierarchical Parent ID Number"
"C","278-A3","7","0100","HL","03","","","","","2","0100","","F","Hierarchical Level Code"
"C","278-A3","7","0100","HL","04","","","","","2","0100","","F","Hierarchical Child Code"
"B","278-A3","7","0200","","","","","","","2","0200","5056","A","Service Trace Number"
"B","278-A3","7","0200","","","","","","","2","0200","5126","E","TRN*2*111099*9012345678*RADIOLOGY~"
"B","278-A3","7","0200","","","","","","","2","0200","5127","","Any trace numbers provided at this level on the request must be returned by the UMO at this level of the 278 response."
"B","278-A3","7","0200","","","","","","","2","0200","5163","","If the 278 request transaction passes through more than one clearinghouse, the second (and subsequent) clearinghouse may choose one of the following options:<R>
If the second or subsequent clearinghouse needs to assign their own TRN segment they may replace the received TRN segment belonging to the sending clearinghouse with their own TRN segment. Upon returning a 278 response to the sending clearinghouse, they must remove their TRN segment and replace it with the sending clearinghouse's TRN segment.

If the second or subsequent clearinghouse does not need to assign their own TRN segment, they should merely pass all TRN segments received in the 278 response transaction."
"B","278-A3","7","0200","","","","","","","2","0200","5164","","If the 278 request passes through a clearinghouse that adds their own TRN in addition to a requester TRN, the clearinghouse will receive a response from the UMO containing two TRN segments that contain the value ""2"" (Referenced Transaction Trace Number) in TRN01. If the UMO has assigned a TRN, the UMO's TRN will contain the value ""1"" (Current Transaction Trace Number) in TRN01. If the clearinghouse chooses to pass their own TRN values to the requester, the clearinghouse must change the value in their TRN01 to ""1"" because, from the requester's perspective, this is not a referenced transaction trace number."
"B","278-A3","7","0200","","","","","","","2","0200","5427","","Required when this loop is returned and the request contained a tracking number at this level on the request, or when the UMO or clearinghouse assigns a trace number to this service in the response for tracking purposes. If not required by this implementation guide, do not send."
"C","278-A3","7","0200","TRN","01","","","","","2","0200","","F","Trace Type Code"
"E","278-A3","7","0200","TRN","01","","","481","1","2","0200","5128","","The term ""Current Transaction Trace Number"" refers to the trace number assigned by the creator of the 278 response transaction (the UMO)."
"E","278-A3","7","0200","TRN","01","","","481","2","2","0200","5129","","The term ""Referenced Transaction Trace Number"" refers to the trace number originally sent in the 278 request transaction."
"C","278-A3","7","0200","TRN","02","","","","","2","0200","","F","Service Trace Number"
"C","278-A3","7","0200","TRN","03","","","","","2","0200","5088","","Use this element to identify the organization that assigned this trace number. If TRN01 is ""2"", this is the value received in the original 278 request transaction. If TRN01 is ""1"", use this information to identify the UMO organization that assigned this trace number."
"C","278-A3","7","0200","TRN","03","","","","","2","0200","5089","","The first position must be either a ""1"" if an EIN is used, a ""3"" if a DUNS is used or a ""9"" if a user assigned identifier is used."
"C","278-A3","7","0200","TRN","03","","","","","2","0200","","F","Trace Assigning Entity Identifier"
"C","278-A3","7","0200","TRN","04","","","","","2","0200","5398","D","Required when TRN01 = 2 and TRN04 was valued on the request or when TRN01 = 1 and a specific division or group, of the company identified in the previous data element (TRN03) is needed by the sender to further identify a specific component of the entity. If not required by this implementation guide, may be provided at the sender's discretion, but cannot be required by the receiver."
"C","278-A3","7","0200","TRN","04","","","","","2","0200","","F","Trace Assigning Entity Additional Identifier"
"B","278-A3","7","0300","","","","","","","2","0300","5023","A","Service Request Validation"
"B","278-A3","7","0300","","","","","","","2","0300","5130","","If the non-certification is related to a medical necessity/benefits decision, use the HCR segment."
"B","278-A3","7","0300","","","","","","","2","0300","5131","","If Loop 2000F is present in the response, either the AAA segment or the HCR segment must be returned."
"B","278-A3","7","0300","","","","","","","2","0300","5132","E","AAA*N**52*C~"
"B","278-A3","7","0300","","","","","","","2","0300","5379","","Required when the request is not valid at this level. If not required by this implementation guide, do not send."
"C","278-A3","7","0300","AAA","01","","","","","2","0300","5024","B","Valid Request Indicator"
"C","278-A3","7","0300","AAA","01","","","","","2","0300","","F","Valid Request Indicator"
"C","278-A3","7","0300","AAA","03","","","","","2","0300","","F","Reject Reason Code"
"E","278-A3","7","0300","AAA","03","","","901","15","2","0300","5133","","Use when data is missing that is not covered by another Reject Reason Code. For example, use for missing procedure codes and procedure dates."
